awardid,action_date,federal_action_obligation,deobligated_amount_usd,label,action_type_code,action_type_description,correction_delete_indicator_code,correction_delete_indicator_description,recipient_name,recipient_city_name,recipient_state_code,primary_place_of_performance_city_name,trump_era_flag
ASST_NON_HR00111720061_097,2022-10-12,-1230.17,1230.17,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_HR00111820022_097,2024-09-23,-25128.84,25128.84,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,SOMERVILLE,0
ASST_NON_HR00111920022_097,2025-07-02,-35120.28,35120.28,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,1
ASST_NON_HR00112020040_097,2021-09-17,-451334.0,451334.0,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_HR00112020049_097,2024-07-26,-142361.53,142361.53,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_HR00112210002_097,2025-08-13,-18484.87,18484.87,ADMIN_OR_PREPAY_ADJ,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,1
ASST_NON_HR00112220042_097,2024-08-27,-508000.0,508000.0,PARTIAL_RES_CUM_POS,B,CONTINUATION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_HR1SM054865_075,2022-05-11,-19642.13,19642.13,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"EDUCATION DEVELOPMENT CENTER, INC.",WALTHAM,MA,,0
ASST_NON_HT25695817_418,2022-08-05,-39445.4,39445.4,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,,0
ASST_NON_HT5009114_418,2021-05-26,-7758.56,7758.56,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,UNIVERSITY OF MASSACHUSETTS,AMHERST,MA,,0
ASST_NON_HT94252310048_097,2023-05-18,-1108860.4,1108860.4,ADMIN_OR_PREPAY_ADJ,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,0
ASST_NON_HU00011810022_097,2023-09-05,-3825.86,3825.86,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_HV320201860525_1601,2021-04-14,-103756.89,103756.89,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"SOLDIER ON, INC",PITTSFIELD,MA,PITTSFIELD,0
ASST_NON_HV333191960525_1601,2024-02-05,-323665.68,323665.68,CANCELLATION,C,REVISION,,,"VETERANS NORTHEAST OUTREACH CENTER, INC.",HAVERHILL,MA,,0
ASST_NON_HV338931960525_1601,2022-03-23,-8736.4,8736.4,RESCISSION,D,ADJUSTMENT TO COMPLETED PROJECT,,,"EASTER SEALS MASSACHUSETTS, INC",WORCESTER,MA,WORCESTER,0
ASST_NON_HV339001960525_1601,2024-02-05,-116861.06,116861.06,PARTIAL_RES_CUM_POS,C,REVISION,,,VETERANS INC,WORCESTER,MA,,0
ASST_NON_HV339021960525_1601,2024-01-08,-16477.22,16477.22,PARTIAL_RES_CUM_POS,C,REVISION,,,VETERANS INC,WORCESTER,MA,,0
ASST_NON_HV339051960525_1601,2024-01-08,-27494.16,27494.16,PARTIAL_RES_CUM_POS,C,REVISION,,,VETERANS INC,WORCESTER,MA,,0
ASST_NON_HV352422060525_1601,2025-03-24,-156455.0,156455.0,PARTIAL_RES_CUM_POS,C,REVISION,,,"VOLUNTEERS OF AMERICA OF MASSACHUSETTS, INC.",JAMAICA PLAIN,MA,,1
ASST_NON_HV352442060525_1601,2025-08-12,-49198.29,49198.29,PARTIAL_RES_CUM_POS,C,REVISION,,,"VOLUNTEERS OF AMERICA OF MASSACHUSETTS, INC.",JAMAICA PLAIN,MA,,1
ASST_NON_HV352692060525_1601,2024-03-28,-171442.48,171442.48,PARTIAL_RES_CUM_POS,C,REVISION,,,"MASSACHUSETTS MILITARY SUPPORT FOUNDATION, INC.",SANDWICH,MA,,0
ASST_NON_HV352912060525_1601,2024-12-03,-115761.75,115761.75,PARTIAL_RES_CUM_POS,C,REVISION,,,VETERANS INC,WORCESTER,MA,,0
ASST_NON_HV352922060525_1601,2024-09-30,-56154.18,56154.18,PARTIAL_RES_CUM_POS,C,REVISION,,,VETERANS INC,WORCESTER,MA,,0
ASST_NON_HV365312160525_1601,2024-12-03,-49653.39,49653.39,PARTIAL_RES_CUM_POS,C,REVISION,,,VETERANS INC,WORCESTER,MA,,0
ASST_NON_HV365392160525_1601,2025-03-17,-224296.79,224296.79,PARTIAL_RES_CUM_POS,C,REVISION,,,CLEAR PATH FOR VETERANS NEW ENGLAND INC,DEVENS,MA,,1
ASST_NON_HW5001009_418,2021-05-26,-6.56,6.56,CANCELLATION,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,,0
ASST_NON_IDSEP160030_075,2024-04-05,-634921.94,634921.94,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_IDSEP230069_075,2023-05-09,-301651259.0,301651259.0,PARTIAL_RES_CUM_POS,C,REVISION,,,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,MARLBOROUGH,MA,,0
ASST_NON_IDSEP230069_075,2023-12-12,-30225237.48,30225237.48,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,MARLBOROUGH,MA,,0
ASST_NON_IL325271875K_1601,2023-03-24,-15227.36,15227.36,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,"WORLD EDUCATION, INC.",BOSTON,MA,,0
ASST_NON_IL5A507CNS112_086,2021-08-09,-26638.18,26638.18,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"PRESERVATION OF AFFORDABLE HOUSING, INC.",BOSTON,MA,BOSTON,0
ASST_NON_J-21-TA-MA-0017_086,2025-03-03,-361499.69,361499.69,PARTIAL_RES_CUM_POS,C,REVISION,,,"TECHNICAL ASSISTANCE COLLABORATIVE, INC.",BOSTON,MA,BOSTON,1
ASST_NON_K00AG068523_075,2025-01-15,-85747.14,85747.14,PARTIAL_RES_CUM_POS,C,REVISION,,,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_K00CA212227_075,2023-11-28,-8781.26,8781.26,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CHAPEL HILL,0
ASST_NON_K00CA212229_075,2023-06-14,-10476.92,10476.92,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"THE BROAD INSTITUTE, INC",CAMBRIDGE,MA,,0
ASST_NON_K00CA222541_075,2022-03-11,-85122.86,85122.86,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_K00CA222750_075,2021-03-25,-10800.0,10800.0,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA222750_075,2021-03-25,-90694.0,90694.0,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA222750_075,2021-03-25,-7612.48,7612.48,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA223023_075,2024-02-28,-1620.0,1620.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_K00CA223074_075,2023-09-12,-54364.55,54364.55,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_K00CA234523_075,2021-09-20,-2280.96,2280.96,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA234746_075,2024-05-09,-8355.72,8355.72,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA234839_075,2022-11-09,-59260.86,59260.86,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,,0
ASST_NON_K00CA234842_075,2021-12-24,-36633.0,36633.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_K00CA234842_075,2022-02-17,-1921.44,1921.44,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_K00CA234842_075,2022-05-25,-240.0,240.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,0
ASST_NON_K00CA234842_075,2025-03-26,-0.03,0.03,PARTIAL_RES_CUM_POS,C,REVISION,,,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,,1
ASST_NON_K00CA234921_075,2024-12-04,-2489.99,2489.99,PARTIAL_RES_CUM_POS,C,REVISION,,,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA234940_075,2024-10-11,-6783.52,6783.52,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,,0
ASST_NON_K00CA234959_075,2024-02-13,-4921.47,4921.47,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_K00CA245473_075,2021-10-12,-1389.13,1389.13,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,,0
ASST_NON_K00CA245473_075,2021-10-12,-93462.0,93462.0,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,BOSTON,0
ASST_NON_K00CA245801_075,2023-12-18,-92924.46,92924.46,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,BOSTON,0
ASST_NON_K00CA245813_075,2024-04-26,-32986.33,32986.33,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA245822_075,2022-02-23,-92469.0,92469.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,,0
ASST_NON_K00CA245822_075,2022-03-15,-1.0,1.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,,0
ASST_NON_K00CA253738_075,2022-09-26,-85780.0,85780.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,,0
ASST_NON_K00CA253754_075,2024-08-02,-41457.99,41457.99,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"THE BROAD INSTITUTE, INC",CAMBRIDGE,MA,,0
ASST_NON_K00CA264296_075,2025-03-20,-33519.63,33519.63,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,DALLAS,1
ASST_NON_K00CA264411_075,2024-04-09,-83592.0,83592.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CHARLOTTESVILLE,0
ASST_NON_K00CA264413_075,2025-04-29,-68185.8,68185.8,PARTIAL_RES_CUM_POS,C,REVISION,,,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,1
ASST_NON_K00CA274690_075,2024-04-04,-83592.0,83592.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00CA284289_075,2024-09-04,-103497.0,103497.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,STANFORD,0
ASST_NON_K00CA284289_075,2025-07-28,-56043.0,56043.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,STANFORD,1
ASST_NON_K00CA284289_075,2025-08-27,-16511.2,16511.2,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH,CAMBRIDGE,MA,STANFORD,1
ASST_NON_K00CA284291_075,2024-06-13,-92664.0,92664.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"DANA-FARBER CANCER INSTITUTE, INC.",BOSTON,MA,LOS ANGELES,0
ASST_NON_K00DA053527_075,2022-11-13,-45363.75,45363.75,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE MCLEAN HOSPITAL CORPORATION,BELMONT,MA,,0
ASST_NON_K00DA060571_075,2025-05-27,-56759.01,56759.01,PARTIAL_RES_CUM_POS,C,REVISION,,,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,MEMPHIS,1
ASST_NON_K00MH125856_075,2024-03-05,-5032.56,5032.56,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,,0
ASST_NON_K00NS105186_075,2021-09-08,-5143.0,5143.0,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00NS105186_075,2023-12-13,-1555.24,1555.24,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00NS105186_075,2023-12-13,-3789.38,3789.38,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,MA,CAMBRIDGE,0
ASST_NON_K00NS113419_075,2023-10-25,-10621.59,10621.59,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_K00NS113419_075,2023-10-25,-13881.52,13881.52,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_K00NS113459_075,2023-08-24,-70000.0,70000.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,0
ASST_NON_K00NS113459_075,2025-03-20,-57814.65,57814.65,PARTIAL_RES_CUM_POS,C,REVISION,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,,1
ASST_NON_K00NS120596_075,2023-07-14,-75000.0,75000.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,,0
ASST_NON_K0133450_075,2024-02-09,-6.0,6.0,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_K0133451_075,2024-03-18,-92.58,92.58,PARTIAL_RES_CUM_POS,D,ADJUSTMENT TO COMPLETED PROJECT,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_K01AA026645_075,2020-11-13,-26735.18,26735.18,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01AA026645_075,2024-02-08,-2933.32,2933.32,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON COLLEGE,CHESTNUT HILL,MA,CHESTNUT HILL,0
ASST_NON_K01AG049049_075,2021-08-05,-28.13,28.13,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,THE MARINE BIOLOGICAL LABORATORY,WOODS HOLE,MA,WOODS HOLE,0
ASST_NON_K01AG050700_075,2021-08-06,-2.5,2.5,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_K01AG056554_075,2022-03-16,-142773.42,142773.42,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF CLARK UNIVERSITY,WORCESTER,MA,,0
ASST_NON_K01AG057798_075,2024-01-08,-364.39,364.39,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01AG057836_075,2024-08-07,-258.71,258.71,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,BOSTON,0
ASST_NON_K01AG059894_075,2021-05-05,-130950.0,130950.0,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_K01AG059894_075,2021-05-05,-15155.28,15155.28,CANCELLATION,A,NEW,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_K01AG062683_075,2025-06-22,-387.55,387.55,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,1
ASST_NON_K01AG065414_075,2024-04-18,-36450.0,36450.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,BOSTON,0
ASST_NON_K01AG066817_075,2022-10-17,-16667.15,16667.15,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_K01AG066817_075,2022-10-17,-115509.0,115509.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_K01AG070318_075,2024-12-19,-5702.0,5702.0,PARTIAL_RES_CUM_POS,C,REVISION,,,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_K01AG073583_075,2025-03-10,-120364.0,120364.0,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,1
ASST_NON_K01AG073583_075,2025-03-10,-8501.48,8501.48,PARTIAL_RES_CUM_POS,C,REVISION,,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,1
ASST_NON_K01AG080113_075,2025-07-14,-40871.59,40871.59,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF TUFTS COLLEGE,MEDFORD,MA,,1
ASST_NON_K01AI122853_075,2022-01-25,-4869.01,4869.01,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,HARVARD PILGRIM HEALTH CARE INC,CANTON,MA,,0
ASST_NON_K01AI138863_075,2022-10-17,-44862.0,44862.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_K01AI138863_075,2024-01-19,-55680.0,55680.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_K01AI138863_075,2024-01-19,-58901.13,58901.13,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_K01AI151083_075,2023-12-27,-28058.63,28058.63,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,BOSTON,0
ASST_NON_K01AI163498_075,2023-08-03,-26588.0,26588.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"THE BROAD INSTITUTE, INC",CAMBRIDGE,MA,,0
ASST_NON_K01AI163498_075,2024-02-27,-13298.75,13298.75,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"THE BROAD INSTITUTE, INC",CAMBRIDGE,MA,,0
ASST_NON_K01AI180357_075,2025-05-06,-51966.53,51966.53,PARTIAL_RES_CUM_POS,C,REVISION,,,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,1
ASST_NON_K01AR069197_075,2023-06-20,-151.4,151.4,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,BOSTON,MA,,0
ASST_NON_K01AR069720_075,2023-03-27,-1288.96,1288.96,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,,0
ASST_NON_K01AR075896_075,2024-12-02,-888.19,888.19,PARTIAL_RES_CUM_POS,C,REVISION,,,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,BOSTON,0
ASST_NON_K01AR078355_075,2021-12-13,-25515.0,25515.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,BRIGHAM & WOMENS HOSPITAL INC,BOSTON,MA,,0
ASST_NON_K01AR078975_075,2024-05-22,-88407.0,88407.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,BOSTON,0
ASST_NON_K01AR078975_075,2024-11-04,-5627.36,5627.36,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"CHILDREN'S HOSPITAL CORPORATION, THE",BOSTON,MA,BOSTON,0
ASST_NON_K01AT009085_075,2021-10-19,-246.37,246.37,CANCELLATION,C,REVISION,C,CORRECT AN EXISTING RECORD,THE MCLEAN HOSPITAL CORPORATION,BELMONT,MA,BELMONT,0
ASST_NON_K01CA222707_075,2023-02-08,-73632.0,73632.0,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",BOSTON,MA,,0
ASST_NON_K01CA234226_075,2022-01-21,-40615.0,40615.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF TUFTS COLLEGE,SOMERVILLE,MA,,0
ASST_NON_K01DA039306_075,2021-06-28,-4374.68,4374.68,CANCELLATION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,THE MCLEAN HOSPITAL CORPORATION,BELMONT,MA,BELMONT,0
ASST_NON_K01DA043412_075,2021-06-18,-207647.0,207647.0,RESCISSION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01DA043412_075,2021-08-31,-79892.15,79892.15,RESCISSION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01DA043412_075,2021-08-31,-107979.0,107979.0,RESCISSION,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01DA046307_075,2021-03-01,-51923.42,51923.42,PARTIAL_RES_CUM_POS,B,CONTINUATION,C,CORRECT AN EXISTING RECORD,NORTHEASTERN UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01DA046307_075,2024-09-17,-14.59,14.59,PARTIAL_RES_CUM_POS,C,REVISION,,,TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,BOSTON,0
ASST_NON_K01DA046520_075,2023-09-13,-112946.6,112946.6,PARTIAL_RES_CUM_POS,C,REVISION,C,CORRECT AN EXISTING RECORD,THE GENERAL HOSPITAL CORPORATION,BOSTON,MA,CHARLESTOWN,0
ASST_NON_K01DA051684_075,2022-01-10,-173700.0,173700.0,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,,0
ASST_NON_K01DA051684_075,2022-06-14,-12089.21,12089.21,RESCISSION,C,REVISION,C,CORRECT AN EXISTING RECORD,BOSTON MEDICAL CENTER CORPORATION,BOSTON,MA,,0
